host_common_name	host_subject_id	sample_type	collection_timestamp	SampleID	latitude	longitude	study	Plant_ID	Site	Age	Compartment	From	Experiment	Cultivar	LatinName
maize	Tzi8	Rhizosphere	2010-07-01T00:00:00Z	1792.U471A62	-88.20727	40.11059	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Tzi8	Rhizosphere	2010-07-01T00:00:00Z	1792.U471A61	-88.20727	40.11059	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML69	Rhizosphere	2010-07-01T00:00:00Z	1792.U465A61	-88.20727	40.11059	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML333	Rhizosphere	2010-07-01T00:00:00Z	1792.U463A63	-88.20727	40.11059	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML333	Rhizosphere	2010-07-01T00:00:00Z	1792.U463A62	-88.20727	40.11059	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML333	Rhizosphere	2010-07-01T00:00:00Z	1792.U463A61	-88.20727	40.11059	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML322	Rhizosphere	2010-07-01T00:00:00Z	1792.U457A63	-88.20727	40.11059	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML322	Rhizosphere	2010-07-01T00:00:00Z	1792.U457A62	-88.20727	40.11059	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML322	Rhizosphere	2010-07-01T00:00:00Z	1792.U457A61	-88.20727	40.11059	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	B73	Rhizosphere	2010-07-01T00:00:00Z	1792.U447A62	-88.20727	40.11059	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	B73	Rhizosphere	2010-07-01T00:00:00Z	1792.U447A61	-88.20727	40.11059	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Tzi8	Rhizosphere	2010-07-01T00:00:00Z	1792.A14D094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	M37W	Rhizosphere	2010-07-01T00:00:00Z	1792.A14C094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Tzi8	Rhizosphere	2010-07-01T00:00:00Z	1792.A14B094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	M37W	Rhizosphere	2010-07-01T00:00:00Z	1792.A14A094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	B97	Rhizosphere	2010-07-01T00:00:00Z	1792.A13D094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Mo18W	Rhizosphere	2010-07-01T00:00:00Z	1792.A13C094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	B97	Rhizosphere	2010-07-01T00:00:00Z	1792.A13B094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	B73	Rhizosphere	2010-07-01T00:00:00Z	1792.A12C094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	B73	Rhizosphere	2010-07-01T00:00:00Z	1792.A12B094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	B73	Rhizosphere	2010-07-01T00:00:00Z	1792.A12A094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	NC350	Rhizosphere	2010-07-01T00:00:00Z	1792.A11D094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	NC350	Rhizosphere	2010-07-01T00:00:00Z	1792.A11C094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	NC350	Rhizosphere	2010-07-01T00:00:00Z	1792.A11B094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML277	Rhizosphere	2010-07-01T00:00:00Z	1792.A10D094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Ky21	Rhizosphere	2010-07-01T00:00:00Z	1792.A10C094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML277	Rhizosphere	2010-07-01T00:00:00Z	1792.A10B094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Ky21	Rhizosphere	2010-07-01T00:00:00Z	1792.A10A094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Il14H	Rhizosphere	2010-07-01T00:00:00Z	1792.A09A094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Il14H	Rhizosphere	2010-07-01T00:00:00Z	1792.A08D094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Il14H	Rhizosphere	2010-07-01T00:00:00Z	1792.A08B094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML277	Rhizosphere	2010-07-01T00:00:00Z	1792.A08A094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML52	Rhizosphere	2010-07-01T00:00:00Z	1792.A07D094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML52	Rhizosphere	2010-07-01T00:00:00Z	1792.A07B094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML52	Rhizosphere	2010-07-01T00:00:00Z	1792.A07A094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Mo17	Rhizosphere	2010-07-01T00:00:00Z	1792.A06C094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Mo17	Rhizosphere	2010-07-01T00:00:00Z	1792.A06B094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Mo17	Rhizosphere	2010-07-01T00:00:00Z	1792.A06A094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Mo18W	Rhizosphere	2010-07-01T00:00:00Z	1792.A05D094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	MS71	Rhizosphere	2010-07-01T00:00:00Z	1792.A05C094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Mo18W	Rhizosphere	2010-07-01T00:00:00Z	1792.A05B094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	MS71	Rhizosphere	2010-07-01T00:00:00Z	1792.A05A094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Oh43	Rhizosphere	2010-07-01T00:00:00Z	1792.A04C094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	MS71	Rhizosphere	2010-07-01T00:00:00Z	1792.A04B094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Oh43	Rhizosphere	2010-07-01T00:00:00Z	1792.A04A094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Ki3	Rhizosphere	2010-07-01T00:00:00Z	1792.A03D094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	M162W	Rhizosphere	2010-07-01T00:00:00Z	1792.A03C094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Ki3	Rhizosphere	2010-07-01T00:00:00Z	1792.A03B094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	M162W	Rhizosphere	2010-07-01T00:00:00Z	1792.A03A094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Ki3	Rhizosphere	2010-07-01T00:00:00Z	1792.A02C094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Ky21	Rhizosphere	2010-07-01T00:00:00Z	1792.A02B094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	B73	Rhizosphere	2010-07-01T00:00:00Z	1792.A01C094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	B73	Rhizosphere	2010-07-01T00:00:00Z	1792.A01A094	42.75396	-76.70245	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Rhizosphere	2012-04-11T00:00:00Z	2382.SH007.C6.RH.3.512.rhizo.4.12.lane7.NoIndex.L007.sequences	41.01494	-72.5285	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Soil	2012-04-11T00:00:00Z	2382.SH007.C6.RH.3.511.bulk.4.12.lane7.NoIndex.L007.sequences	41.01494	-72.5285	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS3	Grapes	2012-09-24T00:00:00Z	2382.SH007.C6.RH.2.710.gp.9.12.lane8.NoIndex.L008.sequences	41.0149	-72.52847	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS7	Leaves	2012-09-24T00:00:00Z	2382.SH007.C6.RH.2.709.leav.9.12.lane8.NoIndex.L008.sequences	41.0149	-72.52847	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS7	Roots	2012-09-24T00:00:00Z	2382.SH007.C6.RH.2.708.root.9.12.lane7.NoIndex.L007.sequences	41.0149	-72.52847	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS1	Rhizosphere	2012-09-24T00:00:00Z	2382.SH007.C6.RH.2.707.rhizo.9.12.lane7.NoIndex.L007.sequences	41.0149	-72.52847	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS1	Soil	2012-09-24T00:00:00Z	2382.SH007.C6.RH.2.706.bulk.9.12.lane7.NoIndex.L007.sequences	41.0149	-72.52847	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Roots	2012-04-11T00:00:00Z	2382.SH007.C6.RH.2.508.root.4.12.lane7.NoIndex.L007.sequences	41.01494	-72.5285	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Soil	2012-04-11T00:00:00Z	2382.SH007.C6.RH.2.506.bulk.4.12.lane7.NoIndex.L007.sequences	41.01494	-72.5285	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Roots	2011-09-13T00:00:00Z	2382.SH007.C6.RH.2.308.root.9.11.lane1.NoIndex.L001.sequences	41.01501	-72.5286	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS7	Leaves	2012-09-24T00:00:00Z	2382.SH007.C6.RH.1.704.leav.9.12.lane8.NoIndex.L008.sequences	41.0149	-72.52847	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS7	Roots	2012-09-24T00:00:00Z	2382.SH007.C6.RH.1.703.root.9.12.lane7.NoIndex.L007.sequences	41.0149	-72.52847	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS1	Rhizosphere	2012-09-24T00:00:00Z	2382.SH007.C6.RH.1.702.rhizo.9.12.lane7.NoIndex.L007.sequences	41.0149	-72.52847	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS1	Soil	2012-09-24T00:00:00Z	2382.SH007.C6.RH.1.701.bulk.9.12.lane7.NoIndex.L007.sequences	41.0149	-72.52847	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Rhizosphere	2012-04-11T00:00:00Z	2382.SH007.C6.RH.1.502.rhizo.4.12.lane7.NoIndex.L007.sequences	41.01494	-72.5285	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Soil	2012-04-11T00:00:00Z	2382.SH007.C6.RH.1.501.bulk.4.12.lane7.NoIndex.L007.sequences	41.01494	-72.5285	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Roots	2011-09-13T00:00:00Z	2382.SH007.C6.RH.1.303.root.9.11.lane1.NoIndex.L001.sequences	41.01496	-72.52855	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS7	Grapes	2012-09-24T00:00:00Z	2382.SH005.C3.RH.5.675.gp.9.12.lane8.NoIndex.L008.sequences	41.0152	-72.52808	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS7	Leaves	2012-09-24T00:00:00Z	2382.SH005.C3.RH.5.674.leav.9.12.lane8.NoIndex.L008.sequences	41.0152	-72.52808	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS7	Roots	2012-09-24T00:00:00Z	2382.SH005.C3.RH.5.673.root.9.12.lane7.NoIndex.L007.sequences	41.0152	-72.52808	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS1	Soil	2012-09-24T00:00:00Z	2382.SH005.C3.RH.5.671.bulk.9.12.lane7.NoIndex.L007.sequences	41.0152	-72.52808	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Roots	2011-06-21T00:00:00Z	2382.SH005.C3.RH.5.59.root.6.11.lane1.NoIndex.L001.sequences	41.01525	-72.52803	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Roots	2012-04-11T00:00:00Z	2382.SH005.C3.RH.5.473.root.4.12.lane7.NoIndex.L007.sequences	41.06283	-72.45028	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Rhizosphere	2012-04-11T00:00:00Z	2382.SH005.C3.RH.5.472.rhizo.4.12.lane7.NoIndex.L007.sequences	41.06283	-72.45028	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Soil	2012-04-11T00:00:00Z	2382.SH005.C3.RH.5.471.bulk.4.12.lane7.NoIndex.L007.sequences	41.01534	-72.52808	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Roots	2011-09-13T00:00:00Z	2382.SH005.C3.RH.5.273.root.9.11.lane1.NoIndex.L001.sequences	41.01534	-72.52808	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS7	Leaves	2012-09-24T00:00:00Z	2382.SH005.C3.RH.4.669.leav.9.12.lane8.NoIndex.L008.sequences	41.0152	-72.52808	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS7	Roots	2012-09-24T00:00:00Z	2382.SH005.C3.RH.4.668.root.9.12.lane7.NoIndex.L007.sequences	41.0152	-72.52808	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS1	Rhizosphere	2012-09-24T00:00:00Z	2382.SH005.C3.RH.4.667.rhizo.9.12.lane7.NoIndex.L007.sequences	41.0152	-72.52808	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS1	Soil	2012-09-24T00:00:00Z	2382.SH005.C3.RH.4.666.bulk.9.12.lane7.NoIndex.L007.sequences	41.0152	-72.52808	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Roots	2011-06-21T00:00:00Z	2382.SH005.C3.RH.4.55.root.6.11.lane1.NoIndex.L001.sequences	41.01459	-72.52831	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Roots	2012-04-11T00:00:00Z	2382.SH005.C3.RH.4.468.root.4.12.lane7.NoIndex.L007.sequences	41.01534	-72.52808	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS4	Grapes	2011-09-13T00:00:00Z	2382.SH005.C3.RH.4.270.r1.gp.9.11.lane8.NoIndex.L008.sequences	41.01534	-72.52813	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Roots	2011-09-13T00:00:00Z	2382.SH005.C3.RH.4.268.root.9.11.lane1.NoIndex.L001.sequences	41.01534	-72.52813	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS3	Grapes	2012-09-24T00:00:00Z	2382.SH005.C3.RH.3.665.gp.9.12.lane8.NoIndex.L008.sequences	41.0152	-72.52808	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS7	Leaves	2012-09-24T00:00:00Z	2382.SH005.C3.RH.3.664.leav.9.12.lane8.NoIndex.L008.sequences	41.0152	-72.52808	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS7	Roots	2012-09-24T00:00:00Z	2382.SH005.C3.RH.3.663.root.9.12.lane7.NoIndex.L007.sequences	41.0152	-72.52808	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS1	Rhizosphere	2012-09-24T00:00:00Z	2382.SH005.C3.RH.3.662.rhizo.9.12.lane7.NoIndex.L007.sequences	41.0152	-72.52808	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Roots	2011-06-21T00:00:00Z	2382.SH005.C3.RH.3.51.root.6.11.lane1.NoIndex.L001.sequences	41.01463	-72.52848	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Roots	2012-04-11T00:00:00Z	2382.SH005.C3.RH.3.463.root.4.12.lane7.NoIndex.L007.sequences	41.01534	-72.52808	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Rhizosphere	2012-04-11T00:00:00Z	2382.SH005.C3.RH.3.462.rhizo.4.12.lane7.NoIndex.L007.sequences	41.01534	-72.52808	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS7	Leaves	2012-09-24T00:00:00Z	2382.SH005.C3.RH.2.659.leav.9.12.lane8.NoIndex.L008.sequences	41.0152	-72.52808	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS7	Roots	2012-09-24T00:00:00Z	2382.SH005.C3.RH.2.658.root.9.12.lane7.NoIndex.L007.sequences	41.0152	-72.52808	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS1	Rhizosphere	2012-09-24T00:00:00Z	2382.SH005.C3.RH.2.657.rhizo.9.12.lane7.NoIndex.L007.sequences	41.0152	-72.52808	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Roots	2012-04-11T00:00:00Z	2382.SH005.C3.RH.2.458.root.4.12.lane7.NoIndex.L007.sequences	41.01534	-72.52808	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Rhizosphere	2012-04-11T00:00:00Z	2382.SH005.C3.RH.2.457.rhizo.4.12.lane7.NoIndex.L007.sequences	41.01534	-72.52808	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Roots	2011-09-13T00:00:00Z	2382.SH005.C3.RH.2.258.root.9.11.lane1.NoIndex.L001.sequences	41.01527	-72.52818	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS3	Grapes	2012-09-24T00:00:00Z	2382.SH005.C3.RH.1.655.gp.9.12.lane8.NoIndex.L008.sequences	41.0152	-72.52808	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS7	Leaves	2012-09-24T00:00:00Z	2382.SH005.C3.RH.1.654.leav.9.12.lane8.NoIndex.L008.sequences	41.0152	-72.52808	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS7	Roots	2012-09-24T00:00:00Z	2382.SH005.C3.RH.1.653.root.9.12.lane7.NoIndex.L007.sequences	41.0152	-72.52808	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS1	Soil	2012-09-24T00:00:00Z	2382.SH005.C3.RH.1.651.bulk.9.12.lane7.NoIndex.L007.sequences	41.0152	-72.52808	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Roots	2012-04-11T00:00:00Z	2382.SH005.C3.RH.1.453.root.4.12.lane7.NoIndex.L007.sequences	41.01534	-72.52808	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Soil	2012-04-11T00:00:00Z	2382.SH005.C3.RH.1.451.bulk.4.12.lane7.NoIndex.L007.sequences	41.01534	-72.52808	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Roots	2011-09-13T00:00:00Z	2382.SH005.C3.RH.1.253.root.9.11.lane1.NoIndex.L001.sequences	41.01528	-72.52807	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS7	Grapes	2012-09-24T00:00:00Z	2382.SH004.C1.RH.5.625.gp.9.12.lane8.NoIndex.L008.sequences	41.01489	-72.52841	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS7	Leaves	2012-09-24T00:00:00Z	2382.SH004.C1.RH.5.624.leav.9.12.lane8.NoIndex.L008.sequences	41.01489	-72.52841	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS1	Rhizosphere	2012-09-24T00:00:00Z	2382.SH004.C1.RH.5.622.rhizo.9.12.lane7.NoIndex.L007.sequences	41.01489	-72.52841	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS7	Leaves	2012-09-24T00:00:00Z	2382.SH008.C6.HA.5.749.leav.9.12.lane8.NoIndex.L008.sequences	41.01446	-72.5285	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Roots	2012-04-11T00:00:00Z	2382.SH008.C6.HA.5.548.root.4.12.lane7.NoIndex.L007.sequences	41.01025	-72.53058	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS1	Soil	2012-09-24T00:00:00Z	2382.SH008.C6.HA.4.741.bulk.9.12.lane7.NoIndex.L007.sequences	41.01446	-72.5285	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS7	Roots	2012-09-24T00:00:00Z	2382.SH008.C6.HA.3.738.root.9.12.lane7.NoIndex.L007.sequences	41.01446	-72.5285	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS3	Grapes	2012-09-24T00:00:00Z	2382.SH008.C6.HA.2.735.gp.9.12.lane8.NoIndex.L008.sequences	41.01446	-72.5285	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Roots	2011-09-13T00:00:00Z	2382.SH008.C6.HA.2.333.root.9.11.lane1.NoIndex.L001.sequences	41.01443	-72.52853	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS7	Leaves	2012-09-24T00:00:00Z	2382.SH008.C6.HA.1.729.leav.9.12.lane8.NoIndex.L008.sequences	41.01446	-72.5285	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Roots	2011-06-21T00:00:00Z	2382.SH008.C6.HA.1.103.root.6.11.lane1.NoIndex.L001.sequences	41.01447	-72.52852	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Rhizosphere	2012-04-11T00:00:00Z	2382.SH007.C6.RH.5.522.rhizo.4.12.lane7.NoIndex.L007.sequences	41.01441	-72.52852	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS1	Rhizosphere	2012-09-24T00:00:00Z	2382.SH007.C6.RH.4.717.rhizo.9.12.lane7.NoIndex.L007.sequences	41.0149	-72.52847	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS7	Leaves	2012-09-24T00:00:00Z	2382.SH007.C6.RH.3.714.leav.9.12.lane8.NoIndex.L008.sequences	41.0149	-72.52847	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Roots	2011-06-21T00:00:00Z	2382.SH007.C6.RH.2.87.root.6.11.lane1.NoIndex.L001.sequences	41.01497	-72.52855	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Rhizosphere	2012-04-11T00:00:00Z	2382.SH007.C6.RH.2.507.rhizo.4.12.lane7.NoIndex.L007.sequences	41.01494	-72.5285	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Roots	2012-04-11T00:00:00Z	2382.SH007.C6.RH.1.503.root.4.12.lane7.NoIndex.L007.sequences	41.01494	-72.5285	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS1	Rhizosphere	2012-09-24T00:00:00Z	2382.SH005.C3.RH.5.672.rhizo.9.12.lane7.NoIndex.L007.sequences	41.0152	-72.52808	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS3	Grapes	2012-09-24T00:00:00Z	2382.SH005.C3.RH.4.670.gp.9.12.lane8.NoIndex.L008.sequences	41.0152	-72.52808	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Rhizosphere	2012-04-11T00:00:00Z	2382.SH005.C3.RH.4.467.rhizo.4.12.lane7.NoIndex.L007.sequences	41.01534	-72.52808	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS1	Soil	2012-09-24T00:00:00Z	2382.SH005.C3.RH.3.661.bulk.9.12.lane7.NoIndex.L007.sequences	41.0152	-72.52808	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS1	Soil	2012-09-24T00:00:00Z	2382.SH005.C3.RH.2.656.bulk.9.12.lane7.NoIndex.L007.sequences	41.0152	-72.52808	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS1	Rhizosphere	2012-09-24T00:00:00Z	2382.SH005.C3.RH.1.652.rhizo.9.12.lane7.NoIndex.L007.sequences	41.0152	-72.52808	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS7	Roots	2012-09-24T00:00:00Z	2382.SH004.C1.RH.5.623.root.9.12.lane7.NoIndex.L007.sequences	41.01489	-72.52841	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS1	Soil	2012-09-24T00:00:00Z	2382.SH004.C1.RH.5.621.bulk.9.12.lane7.NoIndex.L007.sequences	41.01489	-72.52841	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Roots	2012-04-11T00:00:00Z	2382.SH004.C1.RH.5.423.root.4.12.lane7.NoIndex.L007.sequences	41.01498	-72.52846	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Rhizosphere	2012-04-11T00:00:00Z	2382.SH004.C1.RH.5.422.rhizo.4.12.lane7.NoIndex.L007.sequences	41.01498	-72.52846	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Soil	2012-04-11T00:00:00Z	2382.SH004.C1.RH.5.421.bulk.4.12.lane7.NoIndex.L007.sequences	41.01498	-72.52846	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Roots	2011-09-13T00:00:00Z	2382.SH004.C1.RH.5.223.root.9.11.lane1.NoIndex.L001.sequences	41.01498	-72.52846	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS7	Grapes	2012-09-24T00:00:00Z	2382.SH004.C1.RH.4.620.gp.9.12.lane8.NoIndex.L008.sequences	41.01489	-72.52841	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS7	Grapes	2012-09-25T00:00:00Z	2382.RU006.C181.RH.5.800.gp.9.12.lane8.NoIndex.L008.sequences	41.00943	-72.49403	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Roots	2011-09-13T00:00:00Z	2382.RU006.C181.RH.5.398.root.9.11.lane1.NoIndex.L001.sequences	41.00935	-72.49416	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
grape	HS10	Rhizosphere	2012-04-12T00:00:00Z	2382.RU006.C181.RH.4.592.rhizo.4.12.lane7.NoIndex.L007.sequences	41.00935	-72.49416	grape_gilbert	NA	NA	NA	NA	NA	NA	NA	NA
